As Of,Document Create Date,Sales_ID,Material Number,Line Customer Request Date,Delivery Block Item,Delivery Block Description,Quantity Backordered in Base Unit,BackOrderedNetValue_USD,KEY,Rootcause,ETA Full BO,BO Category,Comments
2023-09-26,2023-09-25,5e699bb9-90a7,013-SEALSURE-01,2023-09-25,,,11,24420,VC8994873553,,,0,
2023-09-26,2023-08-07,8c8f2bb7-99e5,019-CIDEX-01,2023-08-07,,,2,3972,KG7159331750,,,0,
2023-09-26,2023-09-14,70ecc484-76bb,004-APTITR-01,2023-09-14,16,,6,15444,NE1909912981,,,0,
2023-09-26,2023-09-12,5f8e6f25-ee8e,015-VERISURE-MI,2023-09-12,,,1,4112,OU9924193331,,,0,
2023-09-26,2023-09-15,243f60e2-9d8c,002-NX-01,2023-09-15,,,10,66550,VS9161021193,,,0,
2023-09-26,2023-08-25,b7fd5179-d284,016-AEROFLEX-01,2023-08-25,,,1,7272,YU8398503293,,,0,
2023-09-26,2023-09-15,d03a27bd-aa79,012-BIOTRACE-MINI,2023-09-15,16,,6,16320,PZ2000358149,,,0,
2023-09-26,2023-09-07,d37fb425-4c66,001-100NX-01,2023-09-07,,,9,132516,LO5612075784,,,0,
2023-09-26,2023-07-19,f0da554f-c6ba,017-EVOTECH-01,2023-07-19,,,1,1844,IL1184370683,,,0,
2023-09-26,2023-09-21,19db341d-238e,006-TRAYMAT-01,2023-09-21,,,16,270864,UQ4359943312,,,0,
2023-09-26,2023-09-07,8eafdca6-f12a,009-CCB-01,2023-09-07,16,,10,83330,YT0245518354,,,0,
2023-09-26,2023-07-04,df21525f-d278,008-CASSETTE-01,2023-07-04,,,1,785,EN3837682244,,,0,
2023-09-26,2023-09-14,2323b30d-2476,006-TRAYMAT-01,2023-09-14,16,,2,10692,IA9245687156,,,0,
2023-09-26,2023-09-15,df4ee014-13da,021-CIDEZYME-01,2023-09-15,16,,13,27300,OL8401291073,,,0,
2023-09-26,2023-07-24,058e6af9-250f,017-EVOTECH-01,2023-07-24,,,6,55320,HQ9609528633,,,0,
2023-09-26,2023-09-14,a37a18b4-012a,017-EVOTECH-01,2023-09-14,,,4,14752,BD5110222997,,,0,
2023-09-26,2023-09-12,70c20547-b8ce,017-EVOTECH-01,2023-09-12,16,,7,122626,PM7837734165,,,0,
2023-09-26,2023-08-03,99f7711a-757e,014-VERISURE-BD,2023-08-04,,,7,100044,YV4902432643,,,0,
2023-09-26,2023-08-28,97f5a8f4-ecfb,014-VERISURE-BD,2023-08-28,,,1,794,TM9374956449,,,0,
2023-09-26,2023-08-28,061b93be-08b8,021-CIDEZYME-01,2023-08-28,,,1,105,KQ1004385525,,,0,
2023-09-26,2023-08-24,05a36d56-0eba,013-SEALSURE-01,2023-08-24,,,3,2664,QW9755641789,,,0,
2023-09-26,2023-08-08,eee3869f-2c9d,006-TRAYMAT-01,2023-08-08,,,1,6237,RW7158732350,,,0,
2023-09-26,2023-07-25,4622d097-e4d6,021-CIDEZYME-01,2023-07-24,,,8,14280,DJ5605711558,,,0,
2023-09-26,2023-09-15,aad7d554-68fa,016-AEROFLEX-01,2023-09-15,16,,1,404,QD4212563032,,,0,
2023-09-26,2023-09-15,62020700-1d03,014-VERISURE-BD,2023-09-15,16,,13,206440,TZ7061260707,,,0,
2023-09-26,2023-09-15,e046118a-5357,011-BIOTRACE-PRO,2023-09-15,16,,9,60264,IT7804770238,,,0,
2023-09-26,2023-08-03,895f6c86-2e62,017-EVOTECH-01,2023-08-03,,,7,129080,FV6545230854,,,0,
2023-09-26,2023-07-05,2c3ac24c-4e0c,001-100NX-01,2023-07-05,,,10,106340,GH0827429144,,,0,
2023-09-26,2023-09-15,dff257e6-6313,014-VERISURE-BD,2023-09-15,16,,9,114336,YR5423464761,,,0,
2023-09-26,2023-09-15,c69ac34d-c22b,017-EVOTECH-01,2023-09-15,16,,2,35036,XN7845261064,,,0,
2023-09-26,2023-08-04,535436e5-94fa,005-APTITRH-01,2023-08-04,16,,7,728,FP2085758222,,,0,
2023-09-26,2023-08-07,81ffd02a-7958,016-AEROFLEX-01,2023-08-07,,,9,36360,KT8715629263,,,0,
2023-09-26,2023-06-19,6f68c067-fd8a,004-APTITR-01,2023-09-01,,,14,96096,LZ9646923118,,,0,
2023-09-26,2023-07-25,b247acee-0c8e,004-APTITR-01,2023-07-24,,,14,96096,IY1869195676,,,0,
2023-09-26,2023-05-22,558b89d1-5e32,006-TRAYMAT-01,2023-05-22,,,5,53460,RU0237093197,,,0,
2023-09-26,2023-08-17,9dbd06b9-6a23,011-BIOTRACE-PRO,2023-08-17,16,,6,40176,XT1986155044,,,0,
2023-09-26,2023-08-10,b0c2199c-7b0f,014-VERISURE-BD,2023-08-10,,,1,794,US1800411846,,,0,
2023-09-26,2023-08-12,a3799afa-42f4,003-100S-01,2023-08-11,,,18,282240,ZC8199495257,,,0,
2023-09-26,2023-09-15,be563f16-99ee,009-CCB-01,2023-09-15,16,,1,3846,IP2756100083,,,0,
2023-09-26,2023-09-15,c7145dc6-7ff0,010-VELOCITY-01,2023-09-15,16,,5,9760,GP5831681796,,,0,
2023-09-26,2023-09-15,b5a4a32d-6ea3,019-CIDEX-01,2023-09-15,16,,5,29790,AT8886415727,,,0,
2023-09-26,2023-08-09,241647fe-d2c6,002-NX-01,2023-08-09,,,12,87120,VO3109175579,,,0,
2023-09-26,2023-08-08,6577557e-32be,015-VERISURE-MI,2023-08-08,,,2,8224,FZ1999456063,,,0,
2023-09-26,2023-08-12,b38b79d8-a360,005-APTITRH-01,2023-08-11,,,7,728,FJ1026506634,,,0,
2023-09-26,2023-08-31,feefad7d-ca49,013-SEALSURE-01,2023-08-31,,,10,23680,ZH2514351509,,,0,
2023-09-26,2023-09-13,f40d9dd2-3a8a,011-BIOTRACE-PRO,2023-09-13,16,,1,8184,VM2838175989,,,0,
2023-09-26,2023-09-15,be9daec6-4df6,008-CASSETTE-01,2023-09-15,16,,6,61230,TM3890868240,,,0,
2023-09-26,2023-08-03,2e87cdff-dbac,015-VERISURE-MI,2023-08-04,16,,3,18504,LA1202038470,,,0,
2023-09-26,2023-08-16,965d0b27-7089,010-VELOCITY-01,2023-08-16,16,,1,976,VV6982945205,,,0,
2023-09-26,2023-07-24,f425e39d-0430,016-AEROFLEX-01,2023-07-24,,,3,4848,ZB3093524069,,,0,
2023-09-26,2023-09-14,3eaa1b6d-2628,019-CIDEX-01,2023-09-14,16,,4,21184,FS2095876790,,,0,
2023-09-26,2023-09-15,15980433-bf43,011-BIOTRACE-PRO,2023-09-15,16,,14,187488,AF2545891783,,,0,
2023-09-26,2023-08-01,ba74cba5-8b37,001-100NX-01,2023-09-07,16,,4,55624,VA0226791347,,,0,
2023-09-26,2023-08-12,6444fd05-1358,015-VERISURE-MI,2023-08-11,16,,3,12336,GT8412632236,,,0,
2023-09-26,2023-09-14,a68b397e-a505,013-SEALSURE-01,2023-09-14,,,8,22496,WM7373339872,,,0,
2023-09-26,2023-09-15,a4811799-11f4,003-100S-01,2023-09-15,16,,1,10192,KP9519786676,,,0,
2023-09-26,2023-09-15,84677263-7b23,001-100NX-01,2023-09-15,16,,7,40082,PV8312617286,,,0,
2023-09-26,2023-09-12,142d9182-6bf6,018-ENZOL-01,2023-09-12,16,,1,3800,IK1733511738,,,0,
2023-09-26,2023-09-15,21efbab5-2755,014-VERISURE-BD,2023-09-15,,,15,202470,LS8633599696,,,0,
2023-09-26,2023-08-03,77ee0f33-b946,015-VERISURE-MI,2023-08-04,16,,2,7196,XA5692549696,,,0,
2023-09-26,2023-08-16,b942a3b6-a6d2,005-APTITRH-01,2023-08-16,16,,9,1287,NE3301608532,,,0,
2023-09-26,2023-06-09,b993aa6e-2af4,003-100S-01,2023-06-09,,,4,31360,XT4363772149,,,0,
2023-09-26,2023-09-21,518e4bc5-d93f,009-CCB-01,2023-09-21,,,9,51921,HP4656985276,,,0,
2023-09-26,2023-08-14,cff72db3-3512,016-AEROFLEX-01,2023-08-14,,,4,9696,PE5740023546,,,0,
2023-09-26,2023-09-07,e1e4c05a-7bfc,004-APTITR-01,2023-09-07,16,,11,51909,NC7322419949,,,0,
2023-09-26,2023-09-07,aa7f84eb-82c2,011-BIOTRACE-PRO,2023-09-07,16,,5,48360,NR2047311699,,,0,
2023-09-26,2023-08-16,def6eb45-231f,020-CIDEX-TS-01,2023-08-16,,,3,384,JV3916970391,,,0,
2023-09-26,2023-09-07,d74f0c0f-4de6,006-TRAYMAT-01,2023-09-07,16,,2,24948,KI7400973801,,,0,
2023-09-26,2023-08-28,62151bdd-859b,010-VELOCITY-01,2023-08-28,,,19,92720,WB5519101222,,,0,
2023-09-26,2023-08-12,9b447e7a-c2db,021-CIDEZYME-01,2023-08-11,16,,2,420,YD1670038521,,,0,
2023-09-26,2023-08-07,8514ccac-ea26,012-BIOTRACE-MINI,2023-08-07,,,4,3264,FL1347632557,,,0,
2023-09-26,2023-09-15,188aea5f-b016,010-VELOCITY-01,2023-09-15,,,9,21960,LV7232653800,,,0,
2023-09-26,2023-09-15,49263285-256e,005-APTITRH-01,2023-09-15,16,,1,104,UN3198878963,,,0,
2023-09-26,2023-09-15,74007a16-a5e0,018-ENZOL-01,2023-09-15,16,,9,85500,HQ2457122171,,,0,
2023-09-26,2023-08-14,e9b60933-1e6c,019-CIDEX-01,2023-08-14,,,11,87384,DE2510723479,,,0,
2023-09-26,2023-08-14,91d2020c-512e,018-ENZOL-01,2023-08-14,,,3,14250,TX2243702268,,,0,
2023-09-26,2023-08-07,bf20edfb-e76a,015-VERISURE-MI,2023-08-07,,,10,77100,EH6620240553,,,0,
2023-09-26,2023-08-28,d8658a83-3e9f,006-TRAYMAT-01,2023-08-28,,,2,28512,GC8237978188,,,0,
2023-09-26,2023-08-28,4f6d3202-febd,007-TYVEK-01,2023-08-28,,,1,3017,QX5954480007,,,0,
2023-09-26,2023-08-31,38506262-8cb1,011-BIOTRACE-PRO,2023-08-31,16,,11,147312,ZV9772281324,,,0,
2023-09-26,2023-09-15,ec2378b4-acef,008-CASSETTE-01,2023-09-15,16,,13,193895,YU2443591577,,,0,
2023-09-26,2023-08-12,b82230f2-d0ee,008-CASSETTE-01,2023-08-11,16,,3,7065,AF7133407638,,,0,
2023-09-26,2023-08-16,55381c72-f48e,017-EVOTECH-01,2023-08-16,16,,4,25816,DO3863603072,,,0,
2023-09-26,2023-09-11,03eddb9a-f2ff,009-CCB-01,2023-09-11,16,,1,1282,SA5274386628,,,0,
2023-09-26,2023-08-31,2d8586a2-0f61,003-100S-01,2023-09-04,Z1,,3,32928,DP6027186308,,,0,
2023-09-26,2023-09-25,2eade1c2-d3b2,011-BIOTRACE-PRO,2023-09-25,,,6,53568,GN7364054995,,,0,
2023-09-26,2023-09-15,55381c72-f48e,017-EVOTECH-01,2023-09-15,,,5,32270,OD0865568003,,,0,
2023-09-26,2023-09-15,e1652475-5ea0,003-100S-01,2023-09-15,16,,1,3136,WN6840503881,,,0,
2023-09-26,2023-08-24,a1639300-5785,007-TYVEK-01,2023-08-24,,,2,8620,ZK3619469372,,,0,
2023-09-26,2023-09-15,405e9ee2-871d,001-100NX-01,2023-09-15,,,17,236402,IU6751302402,,,0,
2023-09-26,2023-08-16,ef9cfde8-183c,015-VERISURE-MI,2023-08-16,16,,11,84810,RX3165546639,,,0,
2023-09-27,2023-08-12,27828855-5f0b,013-SEALSURE-01,2023-08-11,16,,2,1776,ZC2959195246,,,0,
2023-09-27,2023-08-28,2d4b4441-e174,013-SEALSURE-01,2023-08-28,,,19,53428,WI1827942762,,,0,
2023-09-27,2023-09-22,e7621ceb-8483,018-ENZOL-01,2023-09-22,Z1,,2,5700,UP8696048787,,,0,
2023-09-27,2023-08-24,9359b068-da8d,002-NX-01,2023-08-24,,,1,11495,TU2911619140,,,0,
2023-09-27,2023-09-11,1e2d3c73-80b5,019-CIDEX-01,2023-09-11,16,,4,18536,OH9746294378,,,0,
2023-09-27,2023-09-15,2f4ad83e-a710,001-100NX-01,2023-09-15,16,,6,63804,WY2419720276,,,0,
2023-09-27,2023-09-15,294d97f3-3dc6,014-VERISURE-BD,2023-09-15,16,,3,16674,JP0915669535,,,0,
2023-09-27,2023-09-15,43c5594e-3a5d,017-EVOTECH-01,2023-09-15,16,,14,180712,DO7606602354,,,0,
2023-09-27,2023-09-15,5cab0527-fc0b,003-100S-01,2023-09-15,16,,4,18816,NY6407013828,,,0,
2023-09-27,2023-08-03,bab617c3-ee91,015-VERISURE-MI,2023-08-04,16,,10,66820,RV2103586944,,,0,
2023-09-27,2023-08-28,b1bd1204-95be,008-CASSETTE-01,2023-08-28,,,11,112255,NR1250688561,,,0,
2023-09-27,2023-08-28,d6d19d33-c27b,019-CIDEX-01,2023-08-28,,,2,25156,VT5008701284,,,0,
2023-09-27,2023-09-19,100edf66-59ca,005-APTITRH-01,2023-09-19,,,8,2080,NL3697670103,,,0,
2023-09-27,2023-08-12,ca877fc9-c7a6,017-EVOTECH-01,2023-08-11,16,,1,14752,EB1247728523,,,0,
2023-09-27,2023-09-26,be1ce792-197e,011-BIOTRACE-PRO,2023-09-26,,,4,17856,PF5229659981,,,0,
2023-09-27,2023-09-20,8565cc04-e504,001-100NX-01,2023-09-20,16,,1,2454,UU3025801911,,,0,
2023-09-27,2023-08-17,1bbac424-0ffa,003-100S-01,2023-08-17,16,,12,131712,RT4058520585,,,0,
2023-09-27,2023-09-15,2e33ea8d-1303,008-CASSETTE-01,2023-09-15,,,11,138160,FS1517688517,,,0,
2023-09-27,2023-08-24,accd352d-6525,001-100NX-01,2023-08-24,,,8,52352,HM4343925461,,,0,
2023-09-27,2023-09-15,9a119ee4-ba8a,010-VELOCITY-01,2023-09-15,,,11,50996,YQ9786017153,,,0,
2023-09-27,2023-08-09,b8d7bd30-7b75,016-AEROFLEX-01,2023-08-09,,,14,84840,LX6718305170,,,0,
2023-09-27,2023-08-16,76b51ecf-c71b,021-CIDEZYME-01,2023-08-16,16,,16,26880,PS8134720240,,,0,
2023-09-27,2023-09-15,6617fdb9-0568,020-CIDEX-TS-01,2023-09-15,16,,1,144,LU3646289934,,,0,
2023-09-27,2023-08-28,cadbaad5-c3d8,003-100S-01,2023-08-28,,,1,10192,FV3980555804,,,0,
2023-09-27,2023-09-26,a5dca619-3a2d,012-BIOTRACE-MINI,2023-09-26,,,15,38760,EO1073283705,,,0,
2023-09-27,2023-09-07,de2c512b-62b6,005-APTITRH-01,2023-09-07,16,,5,975,TF8276991530,,,0,
2023-09-27,2023-09-15,59c5614f-a84a,007-TYVEK-01,2023-09-15,,,19,163780,AK9821429325,,,0,
2023-09-27,2023-08-30,2514393a-729f,006-TRAYMAT-01,2023-08-30,16,,13,196911,PD2300474456,,,0,
2023-09-27,2023-09-22,da89c895-e8a4,011-BIOTRACE-PRO,2023-09-22,,,1,744,QD6126439208,,,0,
2023-09-27,2023-08-08,4823198f-5923,003-100S-01,2023-08-08,,,12,150528,WJ8046388716,,,0,
2023-09-27,2023-07-03,01f620f9-ef9e,009-CCB-01,2023-07-03,,,6,46152,KC9274120638,,,0,
2023-09-27,2023-09-15,3e5adcdc-5a5b,010-VELOCITY-01,2023-09-15,16,,2,5856,PH3494528597,,,0,
2023-09-27,2023-08-14,70028111-90f6,007-TYVEK-01,2023-08-14,,,3,15516,AO6785898084,,,0,
2023-09-27,2023-08-24,8a1d6f16-b55a,018-ENZOL-01,2023-08-24,,,13,247000,KC5347078592,,,0,
2023-09-27,2023-08-16,ba1c747b-2edb,021-CIDEZYME-01,2023-08-16,16,,7,6615,WG4693416567,,,0,
2023-09-27,2023-09-15,ed1ea131-4dce,002-NX-01,2023-09-15,16,,3,7260,XT0506929483,,,0,
2023-09-27,2023-09-20,f6912995-a8e2,013-SEALSURE-01,2023-09-20,16,,1,592,WY1414944038,,,0,
2023-09-27,2023-08-28,552655ab-1800,010-VELOCITY-01,2023-08-28,,,2,1464,VK8251430796,,,0,
2023-09-27,2023-09-13,f66d54cc-9c26,018-ENZOL-01,2023-09-13,16,,1,6650,KD2763856025,,,0,
2023-09-27,2023-09-15,0105b458-3be0,017-EVOTECH-01,2023-09-15,,,9,99576,YU3369915585,,,0,
2023-09-27,2023-09-21,869a99e6-41f4,018-ENZOL-01,2023-09-21,16,,19,342950,NI5065930740,,,0,
2023-09-27,2023-09-25,e49c0910-3d85,012-BIOTRACE-MINI,2023-09-25,,,5,5440,KR1027101735,,,0,
2023-09-27,2023-09-26,12ea1645-845e,001-100NX-01,2023-09-26,,,17,264214,TS7044561987,,,0,
2023-09-27,2023-09-07,6760b352-33ad,004-APTITR-01,2023-09-07,16,,1,1287,IV4489677667,,,0,
2023-09-27,2023-08-23,3c337f75-3ca3,012-BIOTRACE-MINI,2023-08-23,,,1,136,ZO9790999518,,,0,
2023-09-27,2023-08-31,3eef3fa1-e998,012-BIOTRACE-MINI,2023-08-31,16,,2,544,DD2669419763,,,0,
2023-09-27,2023-08-03,5e0c6f29-9d8f,011-BIOTRACE-PRO,2023-08-04,16,,3,6696,EG7487047046,,,0,
2023-09-27,2023-08-31,e8588fd6-9e4e,014-VERISURE-BD,2023-08-31,16,,8,82576,PY9908065054,,,0,
2023-09-27,2023-09-15,c4f025a1-2379,002-NX-01,2023-09-15,,,2,22990,FS1210921417,,,0,
2023-09-27,2023-08-16,314be9f5-62f1,011-BIOTRACE-PRO,2023-08-16,16,,1,744,SH7154876967,,,0,
2023-09-27,2023-09-15,682ed07a-66e2,007-TYVEK-01,2023-09-15,,,2,4310,HF1066100712,,,0,
2023-09-27,2023-09-12,c8daf9f6-f384,010-VELOCITY-01,2023-09-12,16,,1,1464,GN6123016585,,,0,
2023-09-27,2023-09-25,474f4c87-075e,019-CIDEX-01,2023-09-25,,,7,32438,NY1215143731,,,0,
2023-09-27,2023-08-12,2bda75bd-a938,017-EVOTECH-01,2023-08-11,16,,2,22128,ZZ9306535746,,,0,
2023-09-27,2023-08-10,1588e8cb-7ed3,014-VERISURE-BD,2023-08-10,,,5,71460,LN5425698337,,,0,
2023-09-27,2023-08-08,6006bd81-bf1f,009-CCB-01,2023-08-08,,,8,71792,PF7936619891,,,0,
2023-09-27,2023-08-16,bce21799-1d63,008-CASSETTE-01,2023-08-16,,,14,197820,NV2369956666,,,0,
2023-09-27,2023-08-23,fb834299-2620,012-BIOTRACE-MINI,2023-08-23,,,3,1224,ER1091454171,,,0,
2023-09-27,2023-09-15,b807db27-5777,009-CCB-01,2023-09-15,,,5,25640,SD9108610167,,,0,
2023-09-27,2023-09-25,4e189057-2914,006-TRAYMAT-01,2023-09-25,,,2,8910,GQ1695695941,,,0,
2023-09-27,2023-09-20,0d307257-80da,014-VERISURE-BD,2023-09-20,16,,6,33348,PQ7493342828,,,0,
2023-09-27,2023-09-04,a2079794-bc08,003-100S-01,2023-09-04,16,,7,43904,LC1163481109,,,0,
2023-09-27,2023-09-15,48620cc6-92ac,016-AEROFLEX-01,2023-09-15,16,,2,14544,FK0070712067,,,0,
2023-09-27,2023-09-21,485fdd5b-8db6,007-TYVEK-01,2023-09-21,16,,5,23705,JW2457400419,,,0,
2023-09-27,2023-09-15,81e6ac09-f0c3,018-ENZOL-01,2023-09-15,16,,17,274550,OD3770475932,,,0,
2023-09-27,2023-07-03,61e82a6d-17da,015-VERISURE-MI,2023-07-03,,,1,4112,QY8242945196,,,0,
2023-09-27,2023-09-15,f9476daf-81d8,018-ENZOL-01,2023-09-15,16,,1,1900,GD1063289981,,,0,
2023-09-27,2023-07-26,ded418ab-255f,016-AEROFLEX-01,2023-07-26,,,8,35552,KP8146230591,,,0,
2023-09-27,2023-09-15,0eb6041a-a05d,003-100S-01,2023-09-15,16,,14,219520,AB8160791789,,,0,
2023-09-27,2023-09-25,b8a22792-e7ff,014-VERISURE-BD,2023-09-25,16,,2,15880,XF1872109984,,,0,
2023-09-27,2023-09-15,91b1c3d5-e16d,002-NX-01,2023-09-15,,,15,154275,ZV8854154668,,,0,
2023-09-27,2023-09-14,d233da4a-9ca6,009-CCB-01,2023-09-14,16,,6,69228,YN8072176063,,,0,
2023-09-27,2023-08-16,fb720882-495c,016-AEROFLEX-01,2023-08-16,,,8,29088,AW3968248543,,,0,
2023-09-27,2023-08-17,e296ea1a-e962,013-SEALSURE-01,2023-08-17,16,,7,10360,MD5717083985,,,0,
2023-09-27,2023-09-15,7850b813-cfba,006-TRAYMAT-01,2023-09-15,,,7,49896,DB2278340056,,,0,
2023-09-27,2023-05-23,132a63b6-45ae,007-TYVEK-01,2023-05-23,16,,5,12930,AI1323884524,,,0,
2023-09-27,2023-08-02,6aeb91d8-455d,018-ENZOL-01,2023-08-02,,,2,7600,DT4926649861,,,0,
2023-09-27,2023-09-26,3443a7ce-6f3e,019-CIDEX-01,2023-09-26,16,,11,101948,GC9613195774,,,0,
2023-09-27,2023-09-11,1b332326-726a,012-BIOTRACE-MINI,2023-09-11,,,9,12240,ZH2421489076,,,0,
2023-09-27,2023-09-14,f53c2cc0-9255,003-100S-01,2023-09-14,16,,8,119168,WO5064153627,,,0,
2023-09-27,2023-09-15,f83c8d7a-0330,015-VERISURE-MI,2023-09-15,16,,7,68362,XA1075216270,,,0,
2023-09-27,2023-09-26,50688b30-2c6d,013-SEALSURE-01,2023-09-26,,,1,296,MP8423577862,,,0,
2023-09-27,2023-07-24,2e11ac1d-0c34,006-TRAYMAT-01,2023-07-24,,,17,257499,WF0401340245,,,0,
2023-09-27,2023-09-07,baa88ac7-4744,007-TYVEK-01,2023-09-07,16,,1,1724,NW4160744633,,,0,
2023-09-27,2023-08-17,9b28be25-67dc,016-AEROFLEX-01,2023-08-17,,,2,5656,DL5415361423,,,0,
2023-09-27,2023-09-15,4716503f-e17b,013-SEALSURE-01,2023-09-15,16,,3,3552,CG6532353258,,,0,
2023-09-27,2023-08-17,b7f84e14-4abd,011-BIOTRACE-PRO,2023-08-17,16,,4,29760,ZJ4642277293,,,0,
2023-09-27,2023-08-07,fa95a968-3bc7,011-BIOTRACE-PRO,2023-08-07,,,1,2976,PC8282133656,,,0,
2023-09-27,2023-08-03,1b6a2335-acc1,012-BIOTRACE-MINI,2023-08-04,16,,3,1632,QZ4929649070,,,0,
2023-09-27,2023-09-04,b225c854-4896,007-TYVEK-01,2023-09-04,16,,4,24136,OX4300226526,,,0,
2023-09-27,2023-09-25,a2ee467d-08f0,004-APTITR-01,2023-09-25,,,8,58344,OF2624893897,,,0,
2023-09-27,2023-09-14,0885c54c-d45b,005-APTITRH-01,2023-09-14,16,,6,1170,IX1967430963,,,0,
2023-09-27,2023-08-07,ba401a3f-f5a5,020-CIDEX-TS-01,2023-08-07,,,4,832,ZI1811033056,,,0,
2023-09-27,2023-09-15,f9f512a7-bc33,005-APTITRH-01,2023-09-15,,,4,572,LP0522761971,,,0,
2023-09-27,2023-08-25,a3c96672-0838,003-100S-01,2023-08-25,,,2,4704,MA3077500271,,,0,
2023-09-27,2023-09-07,47f52d1e-eaa7,008-CASSETTE-01,2023-09-07,16,,8,87920,GE8028412733,,,0,
2023-09-27,2023-09-14,baa3c70b-a874,007-TYVEK-01,2023-09-14,16,,2,1724,SO0529789124,,,0,
2023-09-27,2023-07-19,5ede2f4e-2d9c,003-100S-01,2023-07-19,,,1,3136,PJ8333737077,,,0,
2023-09-27,2023-09-21,1a0a3fa1-d436,007-TYVEK-01,2023-09-21,16,,5,28015,GZ9532081549,,,0,
2023-09-27,2023-09-07,f198cad1-6ab2,014-VERISURE-BD,2023-09-07,16,,2,9528,TS7766231239,,,0,
2023-09-27,2023-08-23,cabfecc8-3cc7,004-APTITR-01,2023-08-23,,,16,123552,OK0889554172,,,0,
2023-09-27,2023-09-26,2acc3341-5cdc,020-CIDEX-TS-01,2023-09-26,,,2,64,FT1036365815,,,0,
2023-09-27,2023-08-24,c116f322-2ebf,015-VERISURE-MI,2023-08-24,16,,8,41120,KY3174997612,,,0,
2023-09-27,2023-09-15,4243dba8-65f6,007-TYVEK-01,2023-09-15,16,,1,862,EH2546824860,,,0,
2023-09-27,2023-09-12,6e5b8282-d5c5,013-SEALSURE-01,2023-09-12,,,3,5772,NT6513968666,,,0,
2023-09-27,2023-07-24,e27294f6-79f3,004-APTITR-01,2023-07-24,,,2,2574,DN7255801038,,,0,
2023-09-27,2023-09-14,6e28dd86-c894,005-APTITRH-01,2023-09-14,16,,5,455,TE3399368741,,,0,
2023-09-27,2023-09-12,2f688c35-06a0,021-CIDEZYME-01,2023-09-12,16,,1,105,UX1828238986,,,0,
2023-09-27,2023-09-26,db583621-9772,016-AEROFLEX-01,2023-09-26,16,,6,33936,CG4505795059,,,0,
2023-09-27,2023-08-03,7935b472-5165,009-CCB-01,2023-08-04,,,1,1282,SC9447706978,,,0,
2023-09-27,2023-07-24,d3183384-4fcf,015-VERISURE-MI,2023-07-24,,,5,25700,BR8658550397,,,0,
2023-09-27,2023-08-28,cbb1f241-9587,010-VELOCITY-01,2023-08-28,,,1,1220,EZ4328836034,,,0,
2023-09-27,2023-08-24,a12dfc1b-63e5,019-CIDEX-01,2023-08-24,,,1,7944,ON4996725995,,,0,
2023-09-27,2023-07-25,3202c3d3-1fd0,003-100S-01,2023-07-24,,,1,784,FO7913332708,,,0,
2023-09-27,2023-08-16,21c0abee-c16e,004-APTITR-01,2023-08-16,,,9,73359,XV9351163668,,,0,
2023-09-27,2023-09-15,6760b352-33ad,004-APTITR-01,2023-09-15,16,,1,1287,AX3699804051,,,0,
2023-09-27,2023-09-15,efa72a90-95a9,020-CIDEX-TS-01,2023-09-15,16,,4,640,IN1650676432,,,0,
2023-09-27,2023-09-15,663a9b0e-028a,003-100S-01,2023-09-15,16,,9,84672,XY3803107263,,,0,
2023-09-27,2023-09-15,ec979096-b5b3,021-CIDEZYME-01,2023-09-15,16,,18,34020,NJ8286820696,,,0,
2023-09-27,2023-08-08,27390daa-16f4,011-BIOTRACE-PRO,2023-08-08,,,5,40920,MG8161497739,,,0,
2023-09-27,2023-09-21,e040430c-38e3,005-APTITRH-01,2023-09-20,,,3,468,GH5648807922,,,0,
2023-09-27,2023-09-26,ead63a65-8386,006-TRAYMAT-01,2023-09-26,,,3,8019,AX3211851052,,,0,
2023-09-27,2023-09-15,72a093c8-24d6,010-VELOCITY-01,2023-09-15,16,,4,5856,TU4681936342,,,0,
2023-09-27,2023-09-15,b6cd068f-fafd,001-100NX-01,2023-09-15,16,,7,85890,YA8776174929,,,0,
2023-09-27,2023-08-04,29ea2665-9103,002-NX-01,2023-08-04,16,,1,605,II4916162719,,,0,
2023-09-27,2023-08-07,d7dce069-befe,010-VELOCITY-01,2023-08-07,,,6,17568,NX7867993903,,,0,
2023-09-27,2023-09-15,70adebec-7725,016-AEROFLEX-01,2023-09-15,,,5,12120,KZ9156713895,,,0,
2023-09-27,2023-09-15,fba6001f-d40e,006-TRAYMAT-01,2023-09-15,16,,7,62370,RN7318601683,,,0,
2023-09-27,2023-07-25,5019ea62-f9fd,004-APTITR-01,2023-07-24,,,7,30030,MJ8973523978,,,0,
2023-09-27,2023-05-22,46ea7b0f-6697,016-AEROFLEX-01,2023-05-22,,,2,13736,TD0427108444,,,0,
2023-09-27,2023-08-17,c24df18c-8994,021-CIDEZYME-01,2023-08-17,16,,8,14280,SX9434850094,,,0,
2023-09-27,2023-08-10,8fc85e1a-f76d,010-VELOCITY-01,2023-08-10,,,2,976,WQ3166568274,,,0,
2023-09-27,2023-08-12,2293687f-c3fb,004-APTITR-01,2023-08-11,,,10,68640,MX2645154244,,,0,
2023-09-27,2023-09-15,f679a234-4caf,017-EVOTECH-01,2023-09-15,16,,1,11986,YP4062448860,,,0,
2023-09-27,2023-09-14,73ef43c1-dbf0,006-TRAYMAT-01,2023-09-14,16,,9,72171,IV1644101487,,,0,
